"query_id_rodada","query_orcamento","query_posicao","nome","posicao","custo","id_oponente","media_normalizada","potencial_por_cartoleta","pontuacao_obtida","pontuacao_obtida_por_cartoleta","diferenca","rank"
"3";"4.0";"tec";"Umberto Louzer";"tec";"4.86";"263";"2,11";"0,43";"5.04";"1,04";"2,93";"0.75"
"3";"4.0";"tec";"Fábio Carille";"tec";"5.77";"262";"2,08";"0,36";"3.15";"0,55";"1,07";"0.5"
"3";"4.0";"tec";"Vagner Mancini";"tec";"5.24";"277";"1,11";"0,21";"6.53";"1,25";"5,42";"1.0"
"3";"4.0";"tec";"Jair Ventura";"tec";"3.23";"314";"0,82";"0,26";"2.43";"0,75";"1,61";"0.25"
"3";"8.0";"tec";"Gustavo Morínigo";"tec";"9.99";"282";"3,31";"0,33";"6.04";"0,60";"2,73";"0.875"
"3";"8.0";"tec";"Pintado";"tec";"7.08";"286";"2,34";"0,33";"4.41";"0,62";"2,07";"0.625"
"3";"8.0";"tec";"Luís Castro";"tec";"6.9";"373";"2,14";"0,31";"3.55";"0,51";"1,41";"0.5"
"3";"8.0";"tec";"Juan Vojvoda";"tec";"6.83";"354";"1,96";"0,29";"2.28";"0,33";"0,32";"0.125"
"3";"8.0";"tec";"Eduardo Barroca";"tec";"6.87";"290";"1,84";"0,27";"4.86";"0,71";"3,02";"0.75"
"3";"8.0";"tec";"Eduardo Baptista";"tec";"6.1";"1371";"1,73";"0,28";"2.57";"0,42";"0,84";"0.375"
"3";"8.0";"tec";"Mano Menezes";"tec";"6.12";"266";"1,60";"0,26";"6.51";"1,06";"4,91";"1.0"
"3";"8.0";"tec";"Dorival Júnior";"tec";"6.5";"356";"1,16";"0,18";"2.44";"0,38";"1,28";"0.25"
"3";"12.0";"tec";"Vítor Pereira";"tec";"10.54";"275";"3,13";"0,30";"5.31";"0,50";"2,18";"0.8333333333333334"
"3";"12.0";"tec";"Rogério Ceni";"tec";"11.79";"280";"2,72";"0,23";"3.5";"0,30";"0,78";"0.5"
