"query_id_rodada","query_orcamento","query_posicao","nome","posicao","custo","id_oponente","media_normalizada","potencial_por_cartoleta","pontuacao_obtida","pontuacao_obtida_por_cartoleta","diferenca","rank"
"18","12.0","mei","Willian","mei","13.55","294","3.20","0.24","-0.4","-0.03","-3.60","11"
"18","12.0","mei","Zaracho","mei","13.1","1371","2.92","0.22","8.1","0.62","5.18","2"
"18","12.0","mei","Edenílson","mei","12.0","276","2.89","0.24","4.7","0.39","1.81","5"
"18","12.0","mei","Wellington Rato","mei","10.81","293","2.86","0.26","8.1","0.75","5.24","3"
"18","12.0","mei","Terans","mei","11.61","373","2.38","0.21","-1.1","-0.09","-3.48","12"
"18","12.0","mei","Gustavo Scarpa","mei","12.52","327","2.25","0.18","3.6","0.29","1.35","7"
"18","12.0","mei","Patrick","mei","10.09","285","1.83","0.18","10.2","1.01","8.37","1"
"18","12.0","mei","Raphael Veiga","mei","13.87","327","1.33","0.10","2.5","0.18","1.17","8"
"18","12.0","mei","Lucas Evangelista","mei","11.11","356","1.30","0.12","2.3","0.21","1.00","9"
"18","12.0","mei","Gomes","mei","10.46","286","1.27","0.12","1.5","0.14","0.23","10"
"18","12.0","mei","Everton Ribeiro","mei","10.92","286","1.10","0.10","4.7","0.43","3.60","6"
"18","12.0","mei","Nacho Fernández","mei","11.91","1371","1.10","0.09","6.5","0.55","5.40","4"
"18","4.0","ata","Churín","ata","5.02","293","4.64","0.92","3.8","0.76","-0.84","3"
"18","4.0","ata","Cléber","ata","4.72","314","3.66","0.77","2.6","0.55","-1.06","7"
"18","4.0","ata","Lucas Braga","ata","5.36","263","2.92","0.54","2.8","0.52","-0.12","6"
"18","4.0","ata","Gabriel Novaes","ata","4.34","356","2.42","0.56","0.0","0.00","-2.42","13"
"18","4.0","ata","Sorriso","ata","4.8","356","2.41","0.50","3.7","0.77","1.29","4"
"18","4.0","ata","Henrique Almeida","ata","3.38","275","1.96","0.58","2.0","0.59","0.04","10"
"18","4.0","ata","Alesson","ata","4.84","282","1.62","0.33","-1.2","-0.25","-2.82","15"
"18","4.0","ata","Moisés","ata","5.77","280","0.97","0.17","0.9","0.16","-0.07","12"
"18","4.0","ata","William Pottker","ata","4.84","354","0.73","0.15","1.6","0.33","0.87","11"
"18","4.0","ata","Gustavo Mosquito","ata","3.95","294","0.44","0.11","0.0","0.00","-0.44","14"
"18","4.0","ata","Caio Paulista","ata","4.8","290","0.36","0.07","3.1","0.65","2.74","5"
"18","4.0","ata","Vinicius","ata","4.15","266","0.29","0.07","2.4","0.58","2.11","8"
"18","4.0","ata","Silvio Romero","ata","3.36","280","0.28","0.08","2.0","0.60","1.72","9"
"18","4.0","ata","Rômulo","ata","3.77","373","0.13","0.03","3.9","1.03","3.77","2"
"18","4.0","ata","Matheus Martins","ata","2.84","290","-0.02","-0.01","6.1","2.15","6.12","1"
"18","8.0","ata","Bissoli","ata","9.64","354","4.73","0.49","0.6","0.06","-4.13","6"
"18","8.0","ata","Alef Manga","ata","9.61","264","4.30","0.45","9.3","0.97","5.00","2"
"18","8.0","ata","Alemão","ata","6.74","276","2.69","0.40","10.5","1.56","7.81","1"
"18","8.0","ata","Pedro Henrique","ata","7.49","276","2.60","0.35","2.7","0.36","0.10","4"
"18","8.0","ata","Carlos de Pena","ata","6.37","276","2.52","0.40","1.5","0.24","-1.02","5"
"18","8.0","ata","Artur","ata","8.71","356","2.00","0.23","3.9","0.45","1.90","3"
"18","8.0","ata","Canobbio","ata","6.55","373","1.26","0.19","0.6","0.09","-0.66","8"
"18","8.0","ata","Gabriel Veron","ata","6.3","327","0.39","0.06","","","","7"
"18","12.0","ata","Marcos Leonardo","ata","13.63","263","6.44","0.47","1.6","0.12","-4.84","7"
"18","12.0","ata","Erison","ata","11.86","277","4.73","0.40","10.3","0.87","5.57","3"
"18","12.0","ata","Pedro","ata","10.71","286","4.06","0.38","18.7","1.75","14.64","1"
"18","12.0","ata","Dudu","ata","11.67","327","3.94","0.34","7.9","0.68","3.96","4"
"18","12.0","ata","Gabriel","ata","10.94","286","3.69","0.34","4.3","0.39","0.61","6"
"18","12.0","ata","Ademir","ata","10.66","1371","3.11","0.29","0.0","0.00","-3.11","8"
"18","12.0","ata","Léo Baptistão ","ata","11.55","263","2.46","0.21","-0.1","-0.01","-2.56","9"
"18","12.0","ata","Mendoza","ata","12.25","314","2.08","0.17","5.9","0.48","3.82","5"
"18","12.0","ata","Léo Gamalho","ata","13.26","264","1.84","0.14","-0.6","-0.05","-2.44","10"
"18","12.0","ata","Pedro Raul","ata","10.7","266","1.50","0.14","15.0","1.40","13.50","2"
"18","4.0","tec","Umberto Louzer","tec","5.27","262","3.11","0.59","6.5","1.23","3.39","1"
"18","4.0","tec","Marquinhos Santos","tec","4.55","314","2.09","0.46","2.64","0.58","0.55","2"
"18","8.0","tec","Luís Castro","tec","8.63","277","3.25","0.38","6.95","0.81","3.70","2"
"18","8.0","tec","Dorival Júnior","tec","9.48","286","3.14","0.33","4.91","0.52","1.77","5"
"18","8.0","tec","Juan Vojvoda","tec","7.55","280","3.12","0.41","5.23","0.69","2.11","4"
"18","8.0","tec","Mano Menezes","tec","9.02","276","3.03","0.34","3.05","0.34","0.02","8"
"18","8.0","tec","Eduardo Barroca","tec","8.29","354","2.92","0.35","4.51","0.54","1.59","6"
"18","8.0","tec","Vagner Mancini","tec","6.79","275","2.81","0.41","8.44","1.24","5.63","1"
"18","8.0","tec","Luiz Felipe Scolari","tec","9.72","373","2.76","0.28","1.58","0.16","-1.18","9"
"18","8.0","tec","António Oliveira","tec","6.96","282","2.53","0.36","1.25","0.18","-1.28","10"
"18","8.0","tec","Jair Ventura","tec","6.26","266","2.46","0.39","5.67","0.91","3.21","3"
"18","8.0","tec","Jorginho","tec","8.17","293","2.31","0.28","3.41","0.42","1.10","7"
"18","12.0","tec","Antonio Mohamed","tec","12.55","1371","4.51","0.36","","","","1"
"18","12.0","tec","Fernando Diniz","tec","10.06","290","4.25","0.42","4.82","0.48","0.57","5"
"18","12.0","tec","Lisca","tec","10.67","263","3.88","0.36","4.66","0.44","0.78","6"
"18","12.0","tec","Rogério Ceni","tec","11.8","285","3.50","0.30","4.97","0.42","1.47","4"
"18","12.0","tec","Abel Ferreira","tec","13.45","327","3.50","0.26","6.19","0.46","2.69","2"
"18","12.0","tec","Gustavo Morínigo","tec","10.83","264","3.42","0.32","5.29","0.49","1.87","3"
"18","12.0","tec","Maurício Barbieri","tec","11.16","356","3.05","0.27","2.55","0.23","-0.50","8"
"18","12.0","tec","Vítor Pereira","tec","12.11","294","2.98","0.25","3.98","0.33","1.00","7"
"19","4.0","gol","João Ricardo","gol","5.82","286","1.29","0.22","3.0","0.52","1.71","1"
"19","4.0","gol","Vladimir","gol","4.06","262","0.81","0.20","0.0","0.00","-0.81","2"
"19","4.0","gol","Marcelo Boeck","gol","4.6","277","0.71","0.15","0.0","0.00","-0.71","3"
"19","4.0","gol","Lucão","gol","2.76","266","0.05","0.02","0.0","0.00","-0.05","4"
"19","4.0","gol","Ronaldo","gol","5.62","327","-0.27","-0.05","-2.0","-0.36","-1.73","5"
"19","8.0","gol","Matheus Cavichioli","gol","7.67","373","2.73","0.36","1.0","0.13","-1.73","7"
"19","8.0","gol","Bento","gol","8.21","263","1.90","0.23","7.0","0.85","5.10","3"
"19","8.0","gol","Gatito Fernández","gol","7.93","293","1.35","0.17","2.0","0.25","0.65","6"
"19","8.0","gol","Felipe Alves","gol","6.98","354","1.20","0.17","6.0","0.86","4.80","4"
"19","8.0","gol","Tadeu","gol","8.08","276","0.67","0.08","8.0","0.99","7.33","2"
"19","8.0","gol","Alex Muralha","gol","7.18","1371","0.63","0.09","3.0","0.42","2.37","5"
"19","8.0","gol","Daniel","gol","8.18","275","0.43","0.05","10.5","1.28","10.07","1"
"19","8.0","gol","Santos","gol","9.46","314","0.05","0.01","-1.0","-0.11","-1.05","8"
"19","12.0","gol","Fábio","gol","10.02","280","3.89","0.39","-1.0","-0.10","-4.89","3"
"19","12.0","gol","Everson","gol","10.65","264","2.60","0.24","-3.0","-0.28","-5.60","4"
"19","12.0","gol","Weverton","gol","11.11","285","2.27","0.20","5.0","0.45","2.73","1"
"19","12.0","gol","Walter","gol","11.78","294","2.14","0.18","0.0","0.00","-2.14","2"
"19","4.0","zag","Fabrício Bruno","zag","4.61","314","3.03","0.66","1.1","0.24","-1.93","13"
"19","4.0","zag","Joaquim","zag","4.37","294","2.17","0.50","4.5","1.03","2.33","9"
"19","4.0","zag","Thiago Heleno","zag","5.58","263","2.07","0.37","2.9","0.52","0.83","10"
"19","4.0","zag","Éder","zag","4.68","373","1.99","0.43","0.3","0.06","-1.69","15"
"19","4.0","zag","Camutanga","zag","3.79","327","1.68","0.44","0.0","0.00","-1.68","19"
"19","4.0","zag","Matheus Felipe","zag","4.74","263","1.68","0.36","5.9","1.24","4.22","5"
"19","4.0","zag","Messias","zag","3.93","286","1.68","0.43","-0.8","-0.20","-2.48","23"
"19","4.0","zag","Luan Patrick","zag","3.33","373","1.66","0.50","-1.3","-0.39","-2.96","24"
"19","4.0","zag","Titi","zag","5.49","277","1.35","0.25","9.2","1.68","7.85","2"
"19","4.0","zag","Bruno Méndez","zag","4.5","282","1.22","0.27","10.7","2.38","9.48","1"
"19","4.0","zag","Luiz Otávio","zag","3.57","286","1.17","0.33","0.0","0.00","-1.17","18"
"19","4.0","zag","Vitão","zag","4.95","275","0.92","0.19","4.8","0.97","3.88","8"
"19","4.0","zag","Paulo Miranda","zag","3.37","354","0.86","0.25","-0.6","-0.18","-1.46","22"
"19","4.0","zag","Thalisson Kelven","zag","2.72","354","0.77","0.28","-0.3","-0.11","-1.07","21"
"19","4.0","zag","Mezenga","zag","3.71","293","0.75","0.20","2.3","0.62","1.55","11"
"19","4.0","zag","Lomónaco","zag","2.55","266","0.73","0.29","5.0","1.96","4.27","7"
"19","4.0","zag","Danilo Cardoso","zag","5.95","276","0.67","0.11","5.6","0.94","4.93","6"
"19","4.0","zag","Bressan","zag","5.99","262","0.62","0.10","0.3","0.05","-0.32","16"
"19","4.0","zag","Henrique","zag","5.47","1371","0.49","0.09","0.6","0.11","0.11","14"
"19","4.0","zag","Philipe Sampaio","zag","2.78","293","0.31","0.11","1.6","0.58","1.29","12"
"19","4.0","zag","Alex","zag","4.02","356","0.27","0.07","0.0","0.00","-0.27","20"
"19","4.0","zag","Kaíque Rocha","zag","3.42","275","0.25","0.07","6.2","1.81","5.95","3"
"19","4.0","zag","Caetano","zag","4.91","276","0.12","0.02","6.0","1.22","5.88","4"
"19","4.0","zag","Igor Rabello","zag","5.25","264","0.10","0.02","0.0","0.00","-0.10","17"
"19","8.0","zag","Pablo","zag","6.5","314","3.63","0.56","0.3","0.05","-3.33","8"
"19","8.0","zag","Natan","zag","8.27","266","3.02","0.36","8.5","1.03","5.48","3"
"19","8.0","zag","Murilo","zag","9.59","285","2.94","0.31","-0.5","-0.05","-3.44","12"
"19","8.0","zag","Manoel","zag","7.89","280","1.98","0.25","0.0","0.00","-1.98","9"
"19","8.0","zag","Marllon","zag","7.04","294","1.92","0.27","0.9","0.13","-1.02","7"
"19","8.0","zag","Balbuena","zag","8.12","282","1.59","0.20","8.8","1.08","7.21","2"
"19","8.0","zag","Diego","zag","6.04","290","1.33","0.22","0.0","0.00","-1.33","10"
"19","8.0","zag","Mercado","zag","6.77","275","1.22","0.18","4.4","0.65","3.18","4"
"19","8.0","zag","Eduardo Bauermann","zag","9.69","356","0.97","0.10","0.0","0.00","-0.97","11"
"19","8.0","zag","Marcelo Benevenuto","zag","7.75","277","0.79","0.10","9.5","1.23","8.71","1"
"19","8.0","zag","Arthur Chaves","zag","6.03","262","0.61","0.10","1.2","0.20","0.59","6"
"19","8.0","zag","Luciano Castán","zag","6.36","1371","0.45","0.07","2.9","0.46","2.45","5"
"19","12.0","zag","Nino","zag","11.57","280","2.06","0.18","1.6","0.14","-0.46","2"
"19","12.0","zag","Junior Alonso","zag","11.66","264","1.72","0.15","2.0","0.17","0.28","1"
"19","4.0","lat","Raúl Cáceres","lat","5.34","373","3.49","0.65","0.9","0.17","-2.59","9"
"19","4.0","lat","Marlon ","lat","5.63","373","3.36","0.60","0.0","0.00","-3.36","12"
"19","4.0","lat","Nino Paraíba","lat","5.95","286","2.74","0.46","1.2","0.20","-1.54","7"
"19","4.0","lat","Orejuela","lat","5.58","263","2.46","0.44","0.0","0.00","-2.46","13"
"19","4.0","lat","Felipe Jonatan","lat","5.19","356","1.36","0.26","2.7","0.52","1.34","3"
"19","4.0","lat","Maguinho","lat","3.93","276","1.32","0.33","4.2","1.07","2.88","2"
"19","4.0","lat","Rodrigo Soares","lat","4.01","354","1.18","0.29","2.5","0.62","1.32","5"
"19","4.0","lat","Arthur","lat","2.24","373","1.09","0.49","0.0","0.00","-1.09","14"
"19","4.0","lat","Sávio","lat","3.12","276","1.05","0.34","0.0","0.00","-1.05","16"
"19","4.0","lat","Marçal","lat","5.37","293","0.98","0.18","1.0","0.19","0.02","8"
"19","4.0","lat","Vanderlan","lat","5.05","285","0.90","0.18","1.9","0.38","1.00","6"
"19","4.0","lat","Hayner","lat","3.93","327","0.84","0.21","0.0","0.00","-0.84","15"
"19","4.0","lat","Arthur Henrique","lat","2.91","327","0.68","0.23","0.0","0.00","-0.68","11"
"19","4.0","lat","Paulo Henrique","lat","5.6","354","0.55","0.10","2.6","0.46","2.05","4"
"19","4.0","lat","Pedrinho","lat","3.65","263","0.52","0.14","7.2","1.97","6.68","1"
"19","4.0","lat","Igor Cariús","lat","4.78","294","0.30","0.06","0.2","0.04","-0.10","10"
"19","8.0","lat","Matheuzinho","lat","6.59","314","6.09","0.92","7.0","1.06","0.91","3"
"19","8.0","lat","Ayrton Lucas","lat","7.42","314","3.86","0.52","6.9","0.93","3.04","4"
"19","8.0","lat","Bruno Pacheco","lat","9.57","286","3.73","0.39","-1.0","-0.10","-4.73","19"
"19","8.0","lat","João Lucas","lat","6.57","294","3.03","0.46","-2.8","-0.43","-5.83","20"
"19","8.0","lat","Aderlan","lat","7.68","266","2.70","0.35","3.8","0.49","1.10","8"
"19","8.0","lat","Kevin ","lat","6.13","262","2.54","0.41","3.4","0.55","0.86","10"
"19","8.0","lat","Bruno Cortez","lat","6.37","262","2.54","0.40","1.2","0.19","-1.34","14"
"19","8.0","lat","Abner Vinícius","lat","7.45","263","2.53","0.34","6.5","0.87","3.97","5"
"19","8.0","lat","Rafinha","lat","8.87","290","2.24","0.25","2.7","0.30","0.46","12"
"19","8.0","lat","Samuel Xavier","lat","8.7","280","2.08","0.24","3.5","0.40","1.42","9"
"19","8.0","lat","Juninho Capixaba","lat","7.53","277","1.91","0.25","9.0","1.20","7.09","1"
"19","8.0","lat","Natanael","lat","7.05","262","1.88","0.27","5.1","0.72","3.22","6"
"19","8.0","lat","Madson","lat","8.11","356","1.77","0.22","-0.1","-0.01","-1.87","17"
"19","8.0","lat","Daniel Borges","lat","6.74","293","1.76","0.26","-0.3","-0.04","-2.06","18"
"19","8.0","lat","Brítez","lat","8.21","277","1.74","0.21","3.3","0.40","1.56","11"
"19","8.0","lat","Fagner","lat","9.7","282","1.45","0.15","0.0","0.00","-1.45","16"
"19","8.0","lat","Moraes","lat","6.68","354","0.99","0.15","1.9","0.28","0.91","13"
"19","8.0","lat","Fábio Santos","lat","9.76","282","0.98","0.10","7.0","0.72","6.02","2"
"19","8.0","lat","Mariano","lat","7.73","264","0.91","0.12","0.7","0.09","-0.21","15"
"19","8.0","lat","Matheus Alexandre","lat","8.45","1371","0.71","0.08","4.2","0.50","3.49","7"
"19","12.0","lat","Welington ","lat","11.31","290","3.19","0.28","0.0","0.00","-3.19","3"
"19","12.0","lat","Guilherme Arana","lat","11.18","264","2.28","0.20","6.5","0.58","4.22","1"
"19","12.0","lat","Luan Cândido","lat","10.72","266","1.19","0.11","6.0","0.56","4.81","2"
"19","12.0","lat","Marcos Rocha","lat","10.62","285","1.08","0.10","-0.7","-0.07","-1.78","4"
"19","4.0","mei","Rodrigo Fernández","mei","5.93","356","2.98","0.50","2.1","0.35","-0.88","11"
"19","4.0","mei","Gabriel","mei","5.73","275","2.36","0.41","6.0","1.05","3.64","2"
"19","4.0","mei","Giuliano","mei","4.93","282","2.34","0.47","3.5","0.71","1.16","7"
"19","4.0","mei","Maycon","mei","4.36","282","2.25","0.52","0.8","0.18","-1.45","21"
"19","4.0","mei","Rodriguinho","mei","5.98","294","2.11","0.35","2.1","0.35","-0.01","10"
"19","4.0","mei","Ronald","mei","3.25","277","1.90","0.59","1.1","0.34","-0.80","18"
"19","4.0","mei","Juninho","mei","5.75","373","1.70","0.29","3.3","0.57","1.60","8"
"19","4.0","mei","Rafael Gava","mei","3.4","294","1.55","0.46","0.0","0.00","-1.55","28"
"19","4.0","mei","Pablo Maia","mei","4.34","290","1.46","0.34","0.6","0.14","-0.86","23"
"19","4.0","mei","Pepê","mei","5.84","294","1.44","0.25","7.2","1.23","5.76","1"
"19","4.0","mei","Lucas Kal","mei","2.43","373","1.39","0.57","0.6","0.25","-0.79","22"
"19","4.0","mei","Johnny","mei","3.22","275","1.22","0.38","2.0","0.62","0.78","12"
"19","4.0","mei","Valdívia","mei","5.5","294","1.22","0.22","1.0","0.18","-0.22","19"
"19","4.0","mei","Nathan","mei","4.53","280","1.18","0.26","0.0","0.00","-1.18","29"
"19","4.0","mei","Camilo","mei","3.65","294","0.96","0.26","1.7","0.47","0.74","14"
"19","4.0","mei","Lucas Piazon","mei","2.64","293","0.94","0.36","1.7","0.64","0.76","15"
"19","4.0","mei","Du Queiroz","mei","5.81","282","0.93","0.16","1.9","0.33","0.97","13"
"19","4.0","mei","Elton","mei","3.06","354","0.85","0.28","0.0","0.00","-0.85","32"
"19","4.0","mei","Camacho","mei","4.37","356","0.83","0.19","1.2","0.27","0.37","17"
"19","4.0","mei","Allan","mei","4.35","264","0.81","0.19","4.5","1.03","3.69","5"
"19","4.0","mei","Bernardo","mei","2.62","1371","0.77","0.29","0.0","0.00","-0.77","30"
"19","4.0","mei","Lucas Fernandes","mei","4.76","293","0.75","0.16","5.3","1.11","4.55","4"
"19","4.0","mei","Marlon","mei","2.92","354","0.68","0.23","0.8","0.27","0.12","20"
"19","4.0","mei","Bruno Oliveira","mei","2.77","356","0.59","0.21","0.0","0.00","-0.59","31"
"19","4.0","mei","Edson ","mei","4.83","327","0.56","0.12","-2.2","-0.46","-2.76","36"
"19","4.0","mei","Bruno Nazário","mei","3.08","354","0.54","0.18","-1.9","-0.62","-2.44","35"
"19","4.0","mei","Régis","mei","3.22","1371","0.51","0.16","-0.2","-0.06","-0.71","34"
"19","4.0","mei","Diego","mei","3.5","314","0.49","0.14","5.8","1.66","5.31","3"
"19","4.0","mei","Eduardo","mei","4.78","262","0.36","0.08","0.5","0.10","0.14","24"
"19","4.0","mei","Val","mei","3.62","1371","0.32","0.09","0.0","0.00","-0.32","26"
"19","4.0","mei","Richardson","mei","3.37","286","0.31","0.09","-4.1","-1.22","-4.41","37"
"19","4.0","mei","Willian Maranhão","mei","3.46","327","0.26","0.08","3.0","0.87","2.74","9"
"19","4.0","mei","Tchê Tchê","mei","3.88","293","0.23","0.06","3.9","1.01","3.67","6"
"19","4.0","mei","Matheus Sales","mei","3.09","276","0.19","0.06","0.0","0.00","-0.19","27"
"19","4.0","mei","Richard Coelho","mei","4.59","286","0.16","0.04","0.0","0.00","-0.16","25"
"19","4.0","mei","Vina","mei","4.47","286","0.03","0.01","1.4","0.31","1.37","16"
"19","4.0","mei","Luan Dias","mei","2.1","276","0.00","0.00","0.0","0.00","-0.00","33"
"19","8.0","mei","Raul","mei","7.81","266","4.14","0.53","3.9","0.50","-0.24","6"
"19","8.0","mei","Adson","mei","8.33","282","2.39","0.29","1.1","0.13","-1.29","10"
"19","8.0","mei","Everton Ribeiro","mei","9.26","314","2.38","0.26","1.2","0.13","-1.18","9"
"19","8.0","mei","Nonato","mei","6.54","280","2.11","0.32","6.1","0.93","3.99","3"
"19","8.0","mei","Fernandinho","mei","8.54","263","2.03","0.24","-2.5","-0.29","-4.53","23"
"19","8.0","mei","Terans","mei","9.33","263","1.83","0.20","0.0","0.00","-1.83","16"
"19","8.0","mei","Lucas Evangelista","mei","9.79","266","1.58","0.16","4.1","0.42","2.52","5"
"19","8.0","mei","Raniele","mei","9.48","262","1.54","0.16","0.8","0.08","-0.74","11"
"19","8.0","mei","Danilo","mei","6.11","285","1.48","0.24","0.5","0.08","-0.98","13"
"19","8.0","mei","Bruno Silva","mei","8.18","262","1.43","0.18","0.0","0.00","-1.43","18"
"19","8.0","mei","Jair","mei","8.45","264","1.40","0.17","6.0","0.71","4.60","4"
"19","8.0","mei","Diego","mei","6.43","276","1.36","0.21","1.4","0.22","0.04","8"
"19","8.0","mei","Marlon Freitas","mei","7.44","327","1.22","0.16","0.6","0.08","-0.62","12"
"19","8.0","mei","Hugo Moura","mei","7.07","263","1.21","0.17","0.0","0.00","-1.21","17"
"19","8.0","mei","Lima","mei","9.08","286","1.10","0.12","2.1","0.23","1.00","7"
"19","8.0","mei","Jorginho","mei","6.35","327","1.07","0.17","-1.8","-0.28","-2.87","22"
"19","8.0","mei","Arias","mei","8.58","280","0.98","0.11","7.8","0.91","6.82","2"
"19","8.0","mei","Eduardo","mei","7.41","293","0.97","0.13","0.0","0.00","-0.97","20"
"19","8.0","mei","Ganso","mei","7.08","280","0.89","0.13","9.7","1.37","8.81","1"
"19","8.0","mei","André","mei","7.8","280","0.78","0.10","0.2","0.03","-0.58","15"
"19","8.0","mei","Rodrigo Nestor","mei","8.02","290","0.62","0.08","-0.3","-0.04","-0.92","21"
"19","8.0","mei","Igor Gomes","mei","6.28","290","0.37","0.06","0.4","0.06","0.03","14"
"19","8.0","mei","Miguel","mei","6.39","266","0.34","0.05","0.0","0.00","-0.34","19"
"19","12.0","mei","Gustavo Scarpa","mei","11.98","285","4.35","0.36","13.4","1.12","9.05","1"
"19","12.0","mei","Edenílson","mei","11.2","275","3.56","0.32","7.8","0.70","4.24","3"
"19","12.0","mei","Willian","mei","13.16","282","3.37","0.26","2.0","0.15","-1.37","5"
"19","12.0","mei","Wellington Rato","mei","11.36","327","2.69","0.24","9.9","0.87","7.21","2"
"19","12.0","mei","Gomes","mei","10.31","314","2.41","0.23","0.0","0.00","-2.41","8"
"19","12.0","mei","Zé Rafael","mei","13.86","285","2.01","0.14","6.7","0.48","4.69","4"
"19","12.0","mei","Patrick","mei","10.26","290","1.41","0.14","0.0","0.00","-1.41","9"
"19","12.0","mei","Nacho Fernández","mei","12.32","264","1.18","0.10","0.8","0.06","-0.38","6"
"19","12.0","mei","Zaracho","mei","13.69","264","0.81","0.06","0.0","0.00","-0.81","7"
"19","4.0","ata","Rômulo","ata","4.19","263","2.55","0.61","-0.2","-0.05","-2.75","18"
"19","4.0","ata","Canobbio","ata","4.97","263","2.45","0.49","1.6","0.32","-0.85","11"
"19","4.0","ata","Carlos de Pena","ata","5.65","275","2.41","0.43","6.2","1.10","3.79","4"
"19","4.0","ata","Sorriso","ata","5.66","266","2.25","0.40","0.4","0.07","-1.85","15"
"19","4.0","ata","Caio Paulista","ata","4.79","280","2.22","0.46","1.0","0.21","-1.22","13"
"19","4.0","ata","Moisés","ata","5.87","277","2.11","0.36","-0.6","-0.10","-2.71","20"
"19","4.0","ata","Pedro Henrique","ata","5.28","275","1.67","0.32","0.7","0.13","-0.97","14"
"19","4.0","ata","Ricardinho","ata","2.94","327","1.67","0.57","-0.8","-0.27","-2.47","21"
"19","4.0","ata","Vinicius","ata","4.51","276","1.45","0.32","-0.9","-0.20","-2.35","22"
"19","4.0","ata","Airton","ata","5.26","327","1.30","0.25","-0.4","-0.08","-1.70","19"
"19","4.0","ata","Alesson","ata","4.35","294","1.08","0.25","2.6","0.60","1.52","6"
"19","4.0","ata","José López","ata","5.53","285","1.04","0.19","12.6","2.28","11.56","1"
"19","4.0","ata","Lucas Braga","ata","5.19","356","0.94","0.18","1.7","0.33","0.76","9"
"19","4.0","ata","Gabriel Novaes","ata","3.2","266","0.83","0.26","0.3","0.09","-0.53","16"
"19","4.0","ata","William Pottker","ata","4.53","262","0.67","0.15","4.8","1.06","4.13","5"
"19","4.0","ata","Pitta","ata","5.33","354","0.64","0.12","1.8","0.34","1.16","8"
"19","4.0","ata","Jeffinho","ata","3.04","293","0.57","0.19","1.3","0.43","0.73","12"
"19","4.0","ata","Wanderson","ata","3.98","275","0.34","0.08","8.5","2.14","8.16","3"
"19","4.0","ata","Romarinho","ata","4.09","277","0.29","0.07","2.5","0.61","2.21","7"
"19","4.0","ata","Cléber","ata","3.99","286","0.29","0.07","1.6","0.40","1.31","10"
"19","4.0","ata","Silvio Romero","ata","3.73","277","0.16","0.04","0.0","0.00","-0.16","17"
"19","4.0","ata","Henrique Almeida","ata","3.3","373","-0.06","-0.02","11.0","3.33","11.06","2"
"19","8.0","ata","Yuri Alberto","ata","9.0","282","3.94","0.44","-0.1","-0.01","-4.04","7"
"19","8.0","ata","Léo Baptistão ","ata","9.8","356","3.11","0.32","0.2","0.02","-2.91","6"
"19","8.0","ata","Keno","ata","7.89","264","2.24","0.28","3.5","0.44","1.26","4"
"19","8.0","ata","Dadá Belmonte","ata","7.02","276","2.04","0.29","8.0","1.14","5.96","2"
"19","8.0","ata","Felipe Azevedo","ata","7.24","373","2.03","0.28","2.2","0.30","0.17","5"
"19","8.0","ata","Bissoli","ata","8.11","262","1.89","0.23","8.2","1.01","6.31","1"
"19","8.0","ata","Artur","ata","8.58","266","1.76","0.20","4.8","0.56","3.04","3"
"19","12.0","ata","Pedro Raul","ata","11.92","276","6.65","0.56","13.0","1.09","6.35","2"
"19","12.0","ata","Pedro","ata","11.78","314","5.99","0.51","0.0","0.00","-5.99","9"
"19","12.0","ata","Gabriel","ata","10.58","314","4.69","0.44","1.1","0.10","-3.59","7"
"19","12.0","ata","Erison","ata","13.44","293","4.54","0.34","2.5","0.19","-2.04","6"
"19","12.0","ata","Mendoza","ata","12.95","286","4.30","0.33","12.5","0.97","8.20","3"
"19","12.0","ata","Marcos Leonardo","ata","12.36","356","2.57","0.21","9.7","0.78","7.13","4"
"19","12.0","ata","Dudu","ata","12.29","285","2.07","0.17","14.6","1.19","12.53","1"
"19","12.0","ata","Léo Gamalho","ata","12.79","1371","1.80","0.14","1.0","0.08","-0.80","8"
"19","12.0","ata","Luciano","ata","11.71","290","1.43","0.12","-1.2","-0.10","-2.63","10"
"19","12.0","ata","Alef Manga","ata","10.45","1371","1.43","0.14","2.9","0.28","1.47","5"
"19","4.0","tec","Marquinhos Santos","tec","4.2","286","2.79","0.66","2.53","0.60","-0.26","1"
"19","8.0","tec","Luiz Felipe Scolari","tec","8.9","263","4.17","0.47","4.94","0.56","0.77","7"
"19","8.0","tec","Vagner Mancini","tec","8.06","373","3.74","0.46","5.6","0.69","1.86","5"
"19","8.0","tec","Lisca","tec","9.97","356","3.61","0.36","5.08","0.51","1.47","6"
"19","8.0","tec","Dorival Júnior","tec","8.9","314","3.40","0.38","7.64","0.86","4.24","2"
"19","8.0","tec","Mano Menezes","tec","8.77","275","3.09","0.35","8.82","1.01","5.73","1"
"19","8.0","tec","António Oliveira","tec","6.56","294","2.63","0.40","2.2","0.34","-0.43","10"
"19","8.0","tec","Luís Castro","tec","9.29","293","2.62","0.28","2.94","0.32","0.32","8"
"19","8.0","tec","Juan Vojvoda","tec","8.08","277","2.55","0.32","5.71","0.71","3.16","4"
"19","8.0","tec","Jorginho","tec","8.24","327","2.51","0.30","0.89","0.11","-1.62","12"
"19","8.0","tec","Umberto Louzer","tec","6.24","354","2.46","0.39","1.65","0.26","-0.81","11"
